ID,TREAT,TREAT_LABEL,POSITION,TENURE,FAMILIARITY,INDUSTRY,EMP_SIZE,REVENUE,EXPORT_PCT,OWNERSHIP,SUPPLY_POS,ESG_REP,ISO14001,ENV_INSP,ENV_PEN,EPR_REP,AWR1,AWR2,AWR3,AWR4,AWR5,AWR_MEAN,EO1,EO2,EO3,EO4,EO5,EO_MEAN,CC1,CC2,CC3,CC4,CC5,CC_MEAN,RC1,RC2,RC3,RC4,RC5,RC_MEAN,RP1,RP2,RP3,RP4,RP_MEAN,REP1,REP2,REP3,REP4,REP_MEAN,MP1,MP2,MP3,MP4,MP_MEAN,MC1,MC2,MC3,BAE_MKT,BAE_PROD,BAE_OPS,BAE_TRAIN,BAE_EPR,CI1,CI2,CI3,CI4,CI5,CI_MEAN,PP1,PP2,PP3,PP4,PP_MEAN,T_REGULATORY,T_REPUTATIONAL,T_MARKET,CI_ZSCORED
209,1,Regulatory,3,5,5,5,4,1,19,1,1,0,0,1,0,1,5,6,6,5,5,5.4,3,4,3,3,4,3.4,5,6,5,4,5,5.0,3,4,4,3,4,3.6,6,6,6,5,5.75,4,5,4,5,4.5,3,3,2,2,2.5,4,7,4,24.0,23.0,24.0,7.0,22.0,6,5,5,4,4,4.8,5,5,4,5,4.75,1,0,0,0.1177
210,2,Reputational,5,13,4,3,5,4,7,5,4,1,1,0,0,0,3,4,3,3,4,3.4,3,3,4,3,2,3.0,4,5,5,5,4,4.6,3,4,3,4,3,3.4,5,5,5,5,5.0,5,4,4,4,4.25,3,4,4,2,3.25,5,7,4,20.0,27.0,22.0,6.0,25.0,6,5,4,5,6,5.2,6,7,7,6,6.5,0,1,0,0.5211
211,0,Control,3,5,4,6,5,5,38,4,3,1,1,1,0,1,6,6,4,5,5,5.2,1,2,1,2,1,1.4,3,3,3,3,3,3.0,3,4,4,3,3,3.4,6,5,6,5,5.5,4,4,3,5,4.0,6,6,5,6,5.75,5,4,5,30.0,20.0,27.0,8.0,15.0,5,4,4,4,5,4.4,4,3,4,4,3.75,0,0,0,-0.2858
212,0,Control,3,7,5,1,2,2,47,1,3,0,0,0,0,1,5,5,5,5,5,5.0,4,3,5,4,5,4.2,2,3,2,2,3,2.4,5,4,5,5,4,4.6,5,6,6,7,6.0,5,5,5,4,4.75,4,4,5,5,4.5,5,3,4,31.0,22.0,26.0,8.0,13.0,3,4,3,4,3,3.4,4,4,3,4,3.75,0,0,0,-1.2944
213,2,Reputational,4,9,4,2,2,1,25,1,3,1,0,0,0,1,3,3,3,4,3,3.2,2,3,4,2,3,2.8,2,3,4,3,3,3.0,3,4,4,4,4,3.8,6,6,7,6,6.25,5,5,5,5,5.0,4,4,4,3,3.75,4,5,3,28.0,30.0,18.0,8.0,16.0,4,4,4,4,4,4.0,4,4,4,4,4.0,0,1,0,-0.6892
214,1,Regulatory,2,8,6,2,4,1,17,1,3,1,0,0,0,1,6,6,6,6,7,6.2,6,4,5,5,4,4.8,3,4,2,3,3,3.0,6,6,6,5,6,5.8,5,7,6,5,5.75,5,6,5,5,5.25,5,5,6,5,5.25,7,5,4,22.0,28.0,22.0,7.0,21.0,5,6,6,6,6,5.8,3,3,3,4,3.25,1,0,0,1.1263
215,3,Market,1,2,6,6,2,4,21,4,2,1,1,0,0,0,5,5,5,5,5,5.0,6,4,5,5,4,4.8,4,4,4,4,5,4.2,6,6,5,6,5,5.6,6,5,6,6,5.75,6,4,5,5,5.0,4,4,4,5,4.25,5,5,5,24.0,21.0,28.0,5.0,22.0,5,5,5,4,5,4.8,5,6,6,5,5.5,0,0,1,0.1177
216,1,Regulatory,5,11,3,6,5,5,17,1,4,1,1,0,0,1,3,3,3,3,3,3.0,3,3,4,3,4,3.4,3,3,3,3,4,3.2,4,4,4,4,4,4.0,5,4,4,4,4.25,3,4,3,3,3.25,4,4,4,3,3.75,7,3,4,20.0,22.0,26.0,12.0,20.0,4,4,4,4,4,4.0,6,5,4,5,5.0,1,0,0,-0.6892
217,1,Regulatory,1,6,4,5,4,2,62,2,2,0,0,0,0,1,2,3,2,3,2,2.4,2,2,3,2,2,2.2,3,3,5,3,4,3.6,5,4,5,4,4,4.4,5,5,5,5,5.0,5,5,4,5,4.75,4,5,6,6,5.25,4,4,4,26.0,19.0,23.0,7.0,25.0,6,7,5,6,6,6.0,5,7,6,6,6.0,1,0,0,1.328
218,2,Reputational,6,11,4,1,5,1,31,1,4,1,1,0,0,1,5,5,5,4,4,4.6,2,2,3,4,3,2.8,6,4,5,5,4,4.8,4,5,5,6,4,4.8,4,4,5,4,4.25,4,4,4,3,3.75,4,3,3,3,3.25,4,5,4,27.0,17.0,21.0,6.0,29.0,5,6,5,6,6,5.6,5,5,5,6,5.25,0,1,0,0.9246
219,0,Control,5,5,5,1,3,4,38,4,3,1,0,0,0,0,6,7,5,5,5,5.6,3,3,4,3,3,3.2,2,2,3,3,2,2.4,4,4,5,5,5,4.6,5,4,5,4,4.5,5,5,5,5,5.0,5,5,4,6,5.0,4,4,3,33.0,25.0,25.0,13.0,4.0,2,1,2,4,2,2.2,4,4,4,3,3.75,0,0,0,-2.5048
220,1,Regulatory,5,25,6,1,5,3,21,1,5,1,0,0,0,1,5,5,4,4,4,4.4,6,7,6,6,6,6.2,3,2,3,2,3,2.6,4,5,4,5,5,4.6,5,5,5,5,5.0,3,4,4,4,3.75,6,5,5,5,5.25,5,5,5,20.0,22.0,33.0,8.0,17.0,6,5,5,6,5,5.4,2,4,3,5,3.5,1,0,0,0.7229
221,2,Reputational,3,6,5,5,3,2,10,1,2,0,0,0,0,1,6,6,6,7,7,6.4,3,3,4,3,2,3.0,2,2,3,2,2,2.2,5,6,5,5,6,5.4,6,5,6,6,5.75,5,5,5,5,5.0,3,2,3,2,2.5,6,6,3,28.0,20.0,19.0,11.0,22.0,6,5,5,5,5,5.2,4,4,4,4,4.0,0,1,0,0.5211
222,1,Regulatory,1,14,6,2,4,4,13,4,6,1,0,0,0,1,5,5,5,5,5,5.0,5,4,4,4,5,4.4,2,2,3,3,3,2.6,6,6,5,6,6,5.8,5,4,4,5,4.5,7,7,7,7,7.0,4,4,4,4,4.0,6,5,3,22.0,23.0,15.0,5.0,35.0,5,5,5,4,5,4.8,5,5,6,6,5.5,1,0,0,0.1177
223,0,Control,3,7,6,5,2,3,59,4,2,0,0,0,0,0,7,6,7,7,6,6.6,5,3,5,5,4,4.4,4,5,5,4,4,4.4,4,4,3,4,3,3.6,4,4,4,5,4.25,3,3,2,3,2.75,6,6,6,5,5.75,4,3,4,38.0,18.0,22.0,9.0,13.0,4,3,3,4,3,3.4,4,5,5,3,4.25,0,0,0,-1.2944
224,2,Reputational,2,5,6,1,4,4,36,1,1,1,0,0,0,0,5,5,5,5,4,4.8,4,5,5,5,4,4.6,5,5,6,5,5,5.2,6,6,6,6,6,6.0,5,6,5,6,5.5,2,3,3,3,2.75,4,3,3,4,3.5,5,5,5,18.0,25.0,24.0,15.0,18.0,5,5,5,5,4,4.8,3,2,3,3,2.75,0,1,0,0.1177
225,2,Reputational,1,9,4,6,5,2,40,1,1,1,1,0,0,0,5,5,5,6,6,5.4,6,6,6,6,6,6.0,3,2,3,3,2,2.6,5,3,3,5,3,3.8,5,4,5,4,4.5,5,5,5,5,5.0,4,4,4,5,4.25,4,6,5,27.0,19.0,23.0,13.0,18.0,4,5,4,4,5,4.4,5,6,5,5,5.25,0,1,0,-0.2858
226,0,Control,4,6,4,6,4,2,20,4,5,1,1,0,1,1,4,4,5,4,3,4.0,4,4,4,4,4,4.0,2,2,1,3,2,2.0,7,6,6,6,6,6.2,5,4,5,5,4.75,5,5,5,6,5.25,3,3,3,3,3.0,5,3,5,29.0,19.0,26.0,11.0,15.0,5,5,4,4,4,4.4,2,3,3,3,2.75,0,0,0,-0.2858
227,1,Regulatory,3,5,5,6,3,4,49,4,2,0,0,1,0,1,3,3,3,4,3,3.2,4,4,3,4,3,3.6,2,2,2,1,2,1.8,6,6,6,6,6,6.0,6,5,5,4,5.0,3,3,3,3,3.0,3,2,3,3,2.75,5,5,4,25.0,19.0,28.0,12.0,16.0,6,7,6,6,6,6.2,4,3,3,3,3.25,1,0,0,1.5298
228,3,Market,5,5,4,2,5,3,21,4,2,1,0,1,0,1,5,5,5,5,6,5.2,3,2,3,3,3,2.8,4,5,5,5,6,5.0,4,5,5,4,4,4.4,4,4,4,5,4.25,5,5,5,5,5.0,3,4,4,4,3.75,4,6,4,29.0,22.0,23.0,4.0,22.0,4,5,5,6,4,4.8,5,4,4,5,4.5,0,0,1,0.1177
229,1,Regulatory,1,6,4,5,3,2,30,5,1,0,0,1,0,1,7,7,7,7,7,7.0,4,4,4,4,4,4.0,4,5,4,4,5,4.4,6,6,6,6,6,6.0,7,6,6,6,6.25,1,1,2,2,1.5,5,4,5,5,4.75,5,2,3,23.0,21.0,25.0,7.0,24.0,6,6,6,5,5,5.6,5,4,3,4,4.0,1,0,0,0.9246
230,2,Reputational,5,6,6,6,2,2,23,2,6,0,0,0,0,0,4,4,4,4,4,4.0,3,4,4,3,3,3.4,4,4,5,5,5,4.6,3,3,3,3,3,3.0,5,5,4,4,4.5,4,4,4,5,4.25,4,4,5,4,4.25,4,5,4,22.0,20.0,32.0,6.0,20.0,4,4,5,4,4,4.2,3,2,2,2,2.25,0,1,0,-0.4875
231,0,Control,6,6,5,6,4,3,46,1,3,1,0,0,0,0,4,5,4,5,5,4.6,3,2,3,3,3,2.8,4,5,4,5,5,4.6,4,5,4,4,4,4.2,5,6,6,6,5.75,3,3,3,3,3.0,2,2,2,2,2.0,3,5,4,37.0,14.0,29.0,10.0,10.0,4,4,3,5,5,4.2,4,4,3,2,3.25,0,0,0,-0.4875
232,0,Control,2,8,2,2,1,1,42,4,2,0,1,0,0,1,4,4,4,4,3,3.8,4,5,5,4,4,4.4,4,5,5,4,4,4.4,4,5,4,4,4,4.2,5,5,6,6,5.5,4,3,2,2,2.75,3,4,3,3,3.25,4,3,5,26.0,27.0,27.0,9.0,11.0,5,6,5,5,5,5.2,5,4,6,4,4.75,0,0,0,0.5211
233,3,Market,6,10,4,3,2,3,18,2,4,0,0,0,0,1,4,4,4,4,4,4.0,2,2,2,3,2,2.2,3,4,3,3,2,3.0,5,4,5,4,3,4.2,5,5,6,6,5.5,3,3,3,3,3.0,5,3,6,5,4.75,4,5,6,27.0,18.0,20.0,15.0,20.0,6,6,7,6,5,6.0,6,5,7,7,6.25,0,0,1,1.328
234,3,Market,3,10,5,2,2,2,65,5,1,0,1,0,0,1,6,5,6,6,6,5.8,3,3,3,3,3,3.0,3,4,4,3,4,3.6,2,3,3,2,2,2.4,6,5,5,6,5.5,3,3,3,4,3.25,5,5,5,5,5.0,5,4,4,23.0,25.0,24.0,10.0,18.0,3,4,3,3,3,3.2,5,4,6,5,5.0,0,0,1,-1.4961
235,1,Regulatory,5,13,4,1,4,3,33,2,3,0,1,1,0,0,5,4,4,4,3,4.0,4,4,4,4,5,4.2,2,2,2,3,3,2.4,4,4,4,4,4,4.0,4,3,4,4,3.75,2,1,2,1,1.5,3,4,3,4,3.5,7,4,3,23.0,17.0,28.0,12.0,20.0,4,5,4,3,3,3.8,4,4,4,4,4.0,1,0,0,-0.891
236,1,Regulatory,1,5,5,7,2,3,37,1,1,0,0,0,0,0,4,3,5,4,4,4.0,7,7,6,7,6,6.6,3,1,2,1,2,1.8,6,4,4,5,4,4.6,3,3,4,3,3.25,2,2,2,3,2.25,5,5,5,4,4.75,6,4,4,27.0,22.0,25.0,7.0,19.0,5,5,5,6,5,5.2,3,3,3,2,2.75,1,0,0,0.5211
237,2,Reputational,2,6,3,3,2,3,18,1,5,0,0,0,0,0,4,5,5,5,3,4.4,4,4,4,4,4,4.0,4,4,4,3,4,3.8,4,4,5,3,4,4.0,4,4,4,4,4.0,5,5,5,5,5.0,3,3,3,3,3.0,5,6,4,20.0,26.0,24.0,9.0,21.0,5,5,5,5,4,4.8,2,2,3,2,2.25,0,1,0,0.1177
238,2,Reputational,1,9,6,3,3,2,37,1,3,1,1,0,0,1,3,4,4,4,3,3.6,2,2,3,3,3,2.6,3,4,5,5,5,4.4,4,5,5,4,4,4.4,4,4,5,4,4.25,3,2,3,2,2.5,4,4,4,4,4.0,5,7,4,24.0,24.0,25.0,7.0,20.0,4,4,3,3,2,3.2,4,5,5,4,4.5,0,1,0,-1.4961
239,0,Control,3,7,5,1,3,3,44,4,6,0,0,0,0,1,3,3,3,3,3,3.0,4,5,5,5,4,4.6,1,3,3,3,3,2.6,7,7,6,6,7,6.6,5,5,5,4,4.75,4,4,3,3,3.5,2,1,2,2,1.75,4,5,3,27.0,29.0,27.0,6.0,11.0,4,3,4,4,4,3.8,2,3,3,3,2.75,0,0,0,-0.891
240,1,Regulatory,6,4,5,2,6,4,28,1,4,0,1,0,0,1,4,5,5,4,5,4.6,2,4,3,2,3,2.8,5,5,5,5,5,5.0,3,4,4,3,4,3.6,5,5,5,5,5.0,4,4,4,4,4.0,5,3,4,3,3.75,6,3,4,30.0,16.0,24.0,9.0,21.0,7,6,7,6,6,6.4,5,5,6,5,5.25,1,0,0,1.7315
241,2,Reputational,3,5,6,6,5,1,41,1,4,1,0,0,1,0,5,4,4,4,5,4.4,3,4,3,2,3,3.0,4,3,3,2,3,3.0,4,4,3,3,4,3.6,5,5,5,5,5.0,5,3,3,4,3.75,5,7,6,7,6.25,4,5,4,16.0,27.0,29.0,9.0,19.0,7,7,6,7,7,6.8,4,5,4,4,4.25,0,1,0,2.1349
242,1,Regulatory,5,10,7,6,2,3,53,1,2,0,0,1,0,0,5,5,5,4,4,4.6,2,2,2,3,2,2.2,3,4,3,3,4,3.4,4,5,4,4,5,4.4,6,6,7,5,6.0,2,2,3,3,2.5,3,3,4,4,3.5,5,3,5,27.0,23.0,23.0,9.0,18.0,5,5,5,5,6,5.2,7,5,6,6,6.0,1,0,0,0.5211
243,2,Reputational,4,3,6,2,3,4,37,5,2,0,1,0,0,1,4,5,4,4,5,4.4,4,4,5,6,5,4.8,3,2,2,3,2,2.4,5,5,5,5,6,5.2,4,4,5,4,4.25,5,5,5,6,5.25,4,4,3,4,3.75,5,6,4,21.0,19.0,29.0,5.0,26.0,4,4,4,5,5,4.4,4,5,4,4,4.25,0,1,0,-0.2858
244,1,Regulatory,6,7,6,5,5,1,20,2,4,1,0,0,0,0,5,6,5,6,6,5.6,3,4,3,4,4,3.6,3,3,4,3,3,3.2,5,5,5,5,5,5.0,7,7,7,6,6.75,4,4,3,4,3.75,6,6,5,5,5.5,6,6,4,14.0,30.0,22.0,12.0,22.0,3,4,3,5,5,4.0,5,4,5,4,4.5,1,0,0,-0.6892
245,3,Market,4,19,7,5,4,3,14,4,2,1,0,1,0,0,4,4,5,5,4,4.4,2,2,3,2,2,2.2,3,3,3,3,3,3.0,4,5,5,4,5,4.6,5,5,5,6,5.25,6,5,6,6,5.75,4,4,4,5,4.25,5,7,5,29.0,22.0,15.0,12.0,22.0,5,5,6,5,6,5.4,4,3,4,4,3.75,0,0,1,0.7229
246,2,Reputational,3,15,3,2,4,3,16,3,2,1,0,0,0,0,5,4,5,4,4,4.4,5,5,6,6,5,5.4,4,3,4,4,4,3.8,4,5,5,5,5,4.8,5,5,4,4,4.5,5,5,5,5,5.0,4,3,3,3,3.25,4,5,5,26.0,22.0,26.0,6.0,20.0,4,4,5,4,5,4.4,6,6,5,5,5.5,0,1,0,-0.2858
247,3,Market,3,9,6,5,5,3,47,1,3,0,1,1,0,1,4,5,5,4,4,4.4,4,5,4,4,5,4.4,2,3,2,3,3,2.6,4,4,3,4,4,3.8,4,5,4,5,4.5,2,2,3,3,2.5,3,3,3,3,3.0,4,5,6,31.0,15.0,21.0,9.0,24.0,6,5,6,5,5,5.4,5,5,5,6,5.25,0,0,1,0.7229
248,3,Market,4,5,5,4,5,2,21,3,2,0,0,0,0,1,4,5,5,4,4,4.4,4,4,5,4,4,4.2,3,3,2,4,3,3.0,4,3,4,4,3,3.6,6,5,6,5,5.5,3,3,3,3,3.0,3,2,3,4,3.0,4,3,5,16.0,18.0,25.0,9.0,32.0,4,5,5,5,4,4.6,4,4,4,4,4.0,0,0,1,-0.0841
249,1,Regulatory,1,18,5,6,4,4,16,1,2,0,1,1,0,0,7,7,7,6,7,6.8,2,2,2,3,2,2.2,3,4,3,4,4,3.6,5,5,4,5,5,4.8,4,5,5,4,4.5,5,4,5,4,4.5,3,3,4,3,3.25,3,4,5,22.0,29.0,21.0,9.0,19.0,3,3,3,4,3,3.2,5,4,3,4,4.0,1,0,0,-1.4961
250,2,Reputational,4,12,6,2,2,3,18,1,2,0,0,0,0,1,4,4,4,3,3,3.6,4,4,3,3,3,3.4,4,4,3,2,3,3.2,6,6,6,5,5,5.6,7,7,7,7,7.0,5,5,5,5,5.0,4,4,3,4,3.75,4,5,5,19.0,30.0,22.0,6.0,23.0,4,5,5,6,5,5.0,6,7,6,6,6.25,0,1,0,0.3194
251,3,Market,3,5,4,2,4,2,50,1,4,1,0,0,0,1,3,3,3,4,3,3.2,3,2,2,2,2,2.2,4,4,4,4,3,3.8,4,4,5,4,5,4.4,5,5,4,4,4.5,4,4,4,4,4.0,6,5,5,6,5.5,5,4,5,14.0,27.0,23.0,16.0,20.0,4,5,4,5,4,4.4,4,4,4,4,4.0,0,0,1,-0.2858
252,1,Regulatory,2,3,7,6,4,2,58,3,1,1,1,0,0,1,5,5,4,5,5,4.8,4,4,4,4,5,4.2,6,5,6,5,7,5.8,4,4,5,4,5,4.4,5,5,5,4,4.75,6,5,7,7,6.25,3,2,3,3,2.75,5,5,3,28.0,28.0,22.0,7.0,15.0,5,4,5,4,5,4.6,5,4,4,4,4.25,1,0,0,-0.0841
253,3,Market,5,19,6,6,2,4,15,4,1,0,0,0,0,1,5,5,5,5,5,5.0,4,3,3,3,4,3.4,4,4,3,3,4,3.6,5,5,5,5,5,5.0,5,6,5,5,5.25,5,5,5,5,5.0,4,3,3,3,3.25,5,4,5,24.0,24.0,25.0,12.0,15.0,5,5,5,4,4,4.6,2,3,4,2,2.75,0,0,1,-0.0841
254,0,Control,1,4,5,3,3,3,28,6,3,1,0,1,0,0,7,7,7,7,7,7.0,4,4,5,6,4,4.6,2,2,2,3,2,2.2,6,5,5,6,5,5.4,5,6,7,6,6.0,6,6,6,6,6.0,2,4,2,3,2.75,5,5,4,31.0,24.0,26.0,8.0,11.0,6,5,6,6,6,5.8,3,4,4,4,3.75,0,0,0,1.1263
255,2,Reputational,3,6,5,3,3,3,54,1,3,1,0,1,0,1,5,5,5,5,5,5.0,3,4,3,4,3,3.4,5,4,3,3,4,3.8,4,4,5,4,4,4.2,5,5,6,6,5.5,6,5,5,5,5.25,6,5,4,4,4.75,6,7,4,27.0,30.0,18.0,8.0,17.0,4,4,4,4,5,4.2,4,4,4,4,4.0,0,1,0,-0.4875
256,0,Control,5,2,4,6,2,2,19,2,1,0,0,0,0,0,5,5,5,5,4,4.8,3,3,2,3,2,2.6,6,5,4,6,6,5.4,3,3,3,3,3,3.0,5,6,5,5,5.25,5,5,4,4,4.5,3,3,3,3,3.0,4,5,4,26.0,25.0,26.0,9.0,14.0,4,4,4,5,4,4.2,4,3,3,4,3.5,0,0,0,-0.4875
257,3,Market,5,5,5,4,3,1,3,1,3,0,0,0,0,1,4,4,4,4,4,4.0,4,5,4,4,5,4.4,2,3,3,3,2,2.6,4,5,5,4,4,4.4,5,5,4,5,4.75,4,4,5,5,4.5,3,3,2,4,3.0,5,4,6,24.0,16.0,33.0,10.0,17.0,5,5,6,5,5,5.2,3,3,3,3,3.0,0,0,1,0.5211
258,3,Market,4,3,2,5,4,1,26,4,3,0,0,1,0,1,4,4,5,5,5,4.6,4,4,4,4,3,3.8,5,4,5,5,5,4.8,5,6,6,7,6,6.0,5,6,7,6,6.0,4,4,4,4,4.0,4,3,2,3,3.0,5,5,5,26.0,19.0,28.0,11.0,16.0,6,6,5,6,7,6.0,3,5,6,4,4.5,0,0,1,1.328
259,1,Regulatory,5,12,5,5,4,2,66,1,5,0,0,0,0,0,5,6,5,6,5,5.4,5,5,5,5,5,5.0,1,1,2,2,1,1.4,5,5,5,4,5,4.8,4,4,4,5,4.25,5,4,5,4,4.5,2,2,2,2,2.0,6,6,4,22.0,26.0,22.0,14.0,16.0,3,3,3,2,3,2.8,5,5,4,6,5.0,1,0,0,-1.8996
260,0,Control,5,13,6,3,4,2,29,1,3,0,0,1,1,1,5,4,4,3,5,4.2,5,3,4,5,3,4.0,3,3,3,3,3,3.0,5,6,5,5,5,5.2,4,3,3,4,3.5,3,3,2,3,2.75,4,4,4,4,4.0,5,4,4,25.0,28.0,27.0,8.0,12.0,4,4,4,4,3,3.8,5,4,4,3,4.0,0,0,0,-0.891
261,0,Control,2,9,5,1,5,2,20,5,1,0,0,0,1,1,5,5,5,5,5,5.0,2,3,2,3,2,2.4,4,5,5,5,5,4.8,4,4,4,5,5,4.4,4,4,5,5,4.5,4,5,5,4,4.5,5,5,4,5,4.75,5,6,4,22.0,25.0,29.0,11.0,13.0,4,4,5,4,3,4.0,4,4,3,5,4.0,0,0,0,-0.6892
262,0,Control,5,6,5,2,1,2,24,1,3,0,0,1,0,0,4,5,4,3,4,4.0,3,4,3,3,3,3.2,2,3,4,3,3,3.0,4,5,4,5,5,4.6,5,6,7,7,6.25,4,4,3,4,3.75,6,4,4,6,5.0,5,5,4,25.0,27.0,19.0,13.0,16.0,3,5,4,4,4,4.0,4,5,5,4,4.5,0,0,0,-0.6892
263,1,Regulatory,4,4,5,5,4,3,16,4,2,0,1,0,0,0,5,4,5,5,4,4.6,4,4,5,4,3,4.0,6,6,6,5,6,5.8,5,5,6,6,5,5.4,4,5,5,5,4.75,3,3,4,4,3.5,5,7,6,5,5.75,6,4,5,25.0,18.0,30.0,10.0,17.0,6,5,4,6,5,5.2,3,3,5,4,3.75,1,0,0,0.5211
264,0,Control,4,3,4,1,2,3,19,4,2,0,1,0,0,1,3,4,4,4,3,3.6,3,4,4,4,4,3.8,3,3,2,3,2,2.6,4,4,3,3,3,3.4,5,5,5,5,5.0,4,4,4,3,3.75,3,3,3,3,3.0,5,3,4,28.0,21.0,25.0,12.0,14.0,5,4,4,4,4,4.2,4,4,4,4,4.0,0,0,0,-0.4875
265,3,Market,2,3,4,5,6,5,24,1,4,0,0,0,0,1,5,5,6,6,6,5.6,5,4,5,4,5,4.6,3,3,3,2,1,2.4,5,4,4,4,4,4.2,4,4,4,4,4.0,1,2,2,2,1.75,4,5,5,5,4.75,4,5,6,22.0,25.0,26.0,5.0,22.0,5,5,5,5,5,5.0,4,3,4,3,3.5,0,0,1,0.3194
266,1,Regulatory,5,7,5,7,2,3,12,5,1,0,0,0,0,0,5,5,5,4,5,4.8,3,2,2,4,1,2.4,4,3,3,4,3,3.4,4,4,4,4,3,3.8,4,5,5,4,4.5,3,3,4,4,3.5,6,5,6,7,6.0,6,4,3,25.0,24.0,29.0,7.0,15.0,4,4,4,5,4,4.2,5,5,5,5,5.0,1,0,0,-0.4875
267,0,Control,5,4,6,2,4,2,16,1,1,0,0,0,0,1,5,5,4,5,4,4.6,4,5,5,4,4,4.4,3,3,2,2,3,2.6,5,6,5,5,5,5.2,6,7,6,6,6.25,5,4,4,6,4.75,3,3,2,3,2.75,4,5,4,25.0,28.0,25.0,12.0,10.0,3,3,3,3,1,2.6,3,4,3,3,3.25,0,0,0,-2.1013
268,2,Reputational,1,9,5,2,2,3,14,1,2,0,0,0,0,1,4,4,4,4,5,4.2,3,2,4,3,3,3.0,2,3,3,3,4,3.0,6,6,6,6,6,6.0,5,5,5,5,5.0,3,2,2,2,2.25,3,4,3,4,3.5,5,6,6,29.0,30.0,23.0,8.0,10.0,6,6,6,6,5,5.8,5,4,4,4,4.25,0,1,0,1.1263
269,1,Regulatory,7,15,3,3,2,2,33,4,3,0,0,1,0,1,4,4,5,4,5,4.4,4,5,5,5,5,4.8,2,2,2,3,3,2.4,4,4,4,4,5,4.2,5,5,5,5,5.0,3,3,2,2,2.5,2,1,2,1,1.5,7,5,2,28.0,27.0,17.0,7.0,21.0,7,5,6,5,6,5.8,4,3,3,4,3.5,1,0,0,1.1263
270,0,Control,5,9,4,1,4,5,40,1,3,1,1,0,0,1,5,5,5,5,6,5.2,5,6,6,5,5,5.4,2,2,2,1,2,1.8,4,4,4,4,4,4.0,4,5,4,4,4.25,5,4,4,4,4.25,2,2,1,2,1.75,3,4,3,28.0,28.0,28.0,6.0,10.0,5,6,4,5,4,4.8,3,4,4,4,3.75,0,0,0,0.1177
271,1,Regulatory,3,2,5,2,2,2,9,1,2,0,0,0,0,1,5,5,6,5,5,5.2,4,2,3,3,3,3.0,4,3,2,3,3,3.0,5,4,4,4,4,4.2,5,5,6,5,5.25,5,5,6,5,5.25,3,4,4,4,3.75,6,4,4,25.0,24.0,18.0,6.0,27.0,4,5,4,4,5,4.4,6,4,5,5,5.0,1,0,0,-0.2858
272,1,Regulatory,5,3,5,3,5,1,32,4,4,0,0,0,0,1,4,5,5,5,5,4.8,5,3,3,4,3,3.6,2,2,2,1,2,1.8,5,5,5,5,5,5.0,3,4,4,4,3.75,3,4,4,4,3.75,3,4,3,3,3.25,4,5,4,23.0,15.0,35.0,9.0,18.0,7,6,6,6,6,6.2,4,3,3,3,3.25,1,0,0,1.5298
273,0,Control,5,8,4,2,6,2,8,5,2,1,0,0,0,1,5,5,6,6,5,5.4,7,5,5,5,5,5.4,4,5,4,4,3,4.0,4,3,3,4,3,3.4,5,5,5,5,5.0,3,4,3,3,3.25,2,2,2,2,2.0,3,5,2,35.0,26.0,25.0,5.0,9.0,5,5,4,5,5,4.8,2,4,3,3,3.0,0,0,0,0.1177
274,3,Market,4,18,4,2,3,3,71,2,2,0,0,1,1,1,4,3,3,5,4,3.8,4,4,4,5,6,4.6,4,4,4,4,5,4.2,5,5,5,5,4,4.8,6,5,6,6,5.75,5,4,4,5,4.5,6,4,4,4,4.5,6,5,4,28.0,25.0,25.0,10.0,12.0,4,5,5,5,6,5.0,5,3,4,5,4.25,0,0,1,0.3194
275,0,Control,3,13,7,1,5,3,33,1,3,1,0,0,0,0,4,3,4,4,4,3.8,4,4,4,4,4,4.0,3,2,3,2,2,2.4,5,5,6,5,5,5.2,4,4,4,4,4.0,4,4,4,5,4.25,4,4,4,3,3.75,6,3,3,22.0,32.0,25.0,10.0,11.0,4,5,6,5,4,4.8,4,5,3,4,4.0,0,0,0,0.1177
276,3,Market,1,6,5,1,1,3,15,5,2,0,0,1,0,1,6,5,4,5,5,5.0,3,5,4,4,4,4.0,5,5,5,4,4,4.6,4,4,5,4,5,4.4,5,5,4,5,4.75,5,6,5,4,5.0,5,5,5,5,5.0,3,4,5,21.0,22.0,21.0,9.0,27.0,5,5,5,3,5,4.6,4,4,4,4,4.0,0,0,1,-0.0841
277,1,Regulatory,5,7,5,6,3,4,30,2,4,0,0,0,1,0,3,4,4,4,4,3.8,4,5,5,5,5,4.8,4,4,4,4,4,4.0,4,5,4,5,4,4.4,7,6,7,7,6.75,3,3,5,4,3.75,4,4,4,4,4.0,6,4,4,24.0,13.0,27.0,11.0,25.0,7,6,6,5,5,5.8,6,6,6,6,6.0,1,0,0,1.1263
278,2,Reputational,7,6,6,6,2,4,23,5,3,0,0,1,0,0,5,4,5,5,5,4.8,4,5,5,5,6,5.0,2,3,4,4,3,3.2,4,4,4,4,4,4.0,5,4,5,4,4.5,2,2,1,1,1.5,6,6,5,5,5.5,5,4,5,29.0,18.0,20.0,13.0,20.0,5,5,5,6,5,5.2,4,3,4,4,3.75,0,1,0,0.5211
